networkdgd.txt,GraphPulse,1.333768606185913,0.5454545617103577,0.7884615659713745,0.7857988165680474,0.7739605522682447,0.06859529953945308,3408.8913657665253,713,0.0001
networkdgd.txt,GraphPulse_not_normalized,0.9925405979156494,0.5524475574493408,0.6759368777275085,0.6792899408284024,0.6702534516765286,0.10802728899160063,1554.4089982509613,713,0.0001
networkdgd.txt,TDA5,1.7296584844589233,0.5454545617103577,0.7199211120605469,0.7238658777120316,0.7276015779092702,0.008664170075434999,16812.427567005157,713,0.0001
networkdgd.txt,TDA3,1.8776582479476929,0.5454545617103577,0.7169625759124756,0.7193293885601578,0.722445759368836,0.006211984510684696,1844.1974420547485,713,0.0001
networkdgd.txt,TDA5_not_normalized,2.1939897537231445,0.6223776340484619,0.6681459546089172,0.6846153846153846,0.651207100591716,0.11297428789982429,1044.4675149917603,713,0.0001
networkdgd.txt,Raw,1.176171064376831,0.5454545617103577,0.7764300107955933,0.7751479289940829,0.7779861932938857,0.012594229560578164,730.2917490005493,713,0.0001
networkdgd.txt,Raw_not_normalized,0.6919068098068237,0.6083915829658508,0.7887573838233948,0.7877712031558186,0.7479556213017752,0.13594890204606835,736.3084552288055,713,0.0001
networkdgd.txt,GraphPulse,1.4290237426757812,0.5454545617103577,0.7871794700622559,0.7856015779092702,0.7849644970414202,0.006914733082804638,733.850487947464,713,0.0001
networkdgd.txt,GraphPulse_not_normalized,0.8860529065132141,0.6013985872268677,0.7126232981681824,0.7128205128205127,0.7156479289940829,0.03138416038562096,737.2029881477356,713,0.0001
networkdgd.txt,TDA5,1.6160064935684204,0.5454545617103577,0.723964512348175,0.7256410256410256,0.7262751479289941,0.003422140607495367,745.1588680744171,713,0.0001
networkdgd.txt,TDA3,1.7138527631759644,0.5454545617103577,0.7177515029907227,0.7214990138067061,0.7245690335305721,0.008171474744862815,741.2580811977386,713,0.0001
networkdgd.txt,TDA5_not_normalized,1.4604378938674927,0.6293706297874451,0.6862919330596924,0.6891518737672584,0.6843412228796845,0.04391459180318225,752.9545247554779,713,0.0001
networkdgd.txt,Raw,1.193041443824768,0.5454545617103577,0.7767258286476135,0.7769230769230769,0.7749142011834322,0.018324907932597806,754.6260409355164,713,0.0001
networkdgd.txt,Raw_not_normalized,0.6948549747467041,0.6363636255264282,0.7856014966964722,0.785207100591716,0.762800788954635,0.10508098676484699,756.9191560745239,713,0.0001
networkdgd.txt,GraphPulse,1.3800088167190552,0.5454545617103577,0.7860947251319885,0.7865877712031559,0.7854516765285996,0.007258509667870584,753.7611441612244,713,0.0001
networkdgd.txt,GraphPulse_not_normalized,1.3798285722732544,0.5874125957489014,0.7421104907989502,0.736094674556213,0.7408500986193295,0.01672332363125928,756.4860422611237,713,0.0001
networkdgd.txt,TDA5,1.5773438215255737,0.5454545617103577,0.7178500890731812,0.722879684418146,0.725836291913215,0.006686782961958612,754.1814939975739,713,0.0001
networkdgd.txt,TDA3,1.7911107540130615,0.5454545617103577,0.716765284538269,0.7189349112426036,0.7231232741617356,0.007899998685173982,752.3084321022034,713,0.0001
networkdgd.txt,TDA5_not_normalized,2.3907506465911865,0.5944055914878845,0.6475345492362976,0.6696252465483234,0.678930966469428,0.013494422125961157,755.1958529949188,713,0.0001
networkdgd.txt,Raw,1.2210190296173096,0.5454545617103577,0.7791913747787476,0.7781065088757396,0.7725009861932938,0.06017925170925673,761.4066808223724,713,0.0001
networkdgd.txt,Raw_not_normalized,0.7164472937583923,0.6153846383094788,0.7736685872077942,0.7725838264299802,0.7534082840236687,0.07834630662943405,772.2752141952515,713,0.0001
networkdgd.txt,GraphPulse,1.5194038152694702,0.5454545617103577,0.7822484970092773,0.7871794871794873,0.7844250493096648,0.00697942385670564,763.3927979469299,713,0.0001
networkdgd.txt,GraphPulse_not_normalized,0.8264279961585999,0.6153846383094788,0.7437869906425476,0.7410256410256411,0.724424063116371,0.04212267933149381,771.28431391716,713,0.0001
networkdgd.txt,TDA5,1.711440086364746,0.5454545617103577,0.7193294167518616,0.7240631163708087,0.7258086785009863,0.00576789883308256,785.624997138977,713,0.0001
networkdgd.txt,TDA3,1.7127844095230103,0.5454545617103577,0.718639075756073,0.7224852071005917,0.7245098619329389,0.005718772499107909,785.0430369377136,713,0.0001
networkdgd.txt,TDA5_not_normalized,3.520303249359131,0.5664335489273071,0.6212032437324524,0.6617357001972386,0.6730019723865879,0.030636596243312053,790.1262669563293,713,0.0001
networkdgd.txt,Raw,1.1927015781402588,0.5454545617103577,0.7760354280471802,0.7759368836291914,0.7682702169625246,0.03833783936546661,790.480798959732,713,0.0001
networkdgd.txt,Raw_not_normalized,0.6998937726020813,0.6363636255264282,0.7806705832481384,0.7816568047337278,0.7665976331360947,0.05081522558336158,817.2966020107269,713,0.0001
networkdgd.txt,GraphPulse,1.3588573932647705,0.5454545617103577,0.7818540334701538,0.7846153846153846,0.7855285996055227,0.0056117538900553226,808.5184168815613,713,0.0001
networkdgd.txt,GraphPulse_not_normalized,0.8501486778259277,0.6013985872268677,0.7440828084945679,0.7449704142011835,0.7241074950690334,0.040751001858564964,818.6832032203674,713,0.0001
networkdgd.txt,TDA5,1.747143268585205,0.5454545617103577,0.7227810025215149,0.7262327416173571,0.7279151873767256,0.006251280383459506,815.005658864975,713,0.0001
networkdgd.txt,TDA3,1.7896648645401,0.5454545617103577,0.7144970893859863,0.7187376725838265,0.7221065088757396,0.006026241750432949,835.4655742645264,713,0.0001
